,ID,Class,Text_Post,Duracao,DiaDaSemana,Plays,Comentarios,Compart.,Texto,Curtidas,Perfil,Classifier_Plays,Classifier_Comentarios,Classifier_Compart.,Classifier_Curtidas
427,7150120665184505093,Person Sleeve Coat Advertising Product Joy Event Suit Font,LULA 13_PRESIDENTE_ALCKMIN VICE_OF_E DA_SE_E VENCEREMOS_AS ELEIÇÕES_NO,76.64,segunda-feira,501600,1595,13800,"Dia 30 está muito perto. Vamos nessa, gente. ❤️⭐️🇧🇷 #brasildaesperança #lulapresidente #Lula",34000,1,Bombou,Bombou,Viral,Bombou
428,7150126533603069189,Crowd Glasses Orange World Fan T-shirt Person Event Gesture Product Fun,"el_no_coração!_4,2",94.76,segunda-feira,548700,3212,1772,❤️ #brasildaesperança #Lula #lulapresidente #segundoturno,43000,1,Bombou,Viral,Bombou,Bombou
429,7150280209315417349,Clothing Cheek Person Nose Forehead Chin T-shirt Hat Jaw Microphone Public address system,"NÓS VENCEMOS A MENTIRA_NO DIA DE HOJE,",56.03,segunda-feira,947100,8712,2774,"- O mundo atravessa por problemas há mais de 3 anos (pandemia e guerra), o Brasil está vencendo batalhas, se tornando referência e se libertando! #bolsonaro #presidente",103000,0,Viral,Viral,Bombou,Viral
430,7150416721969483013,Telephony Mobile phone Mobile device Communication Device Gadget Finger Gesture Portable communications device Thumb Hand,JUT_BORA!_00:01:31_ULA A,13.91,segunda-feira,2700000,21900,3434,Segundo turno chegou e o #lula precisa de você! Bora? #Segundoturno #LulaPresidente #BrasildaEsperança #borabill,415700,1,Viral,Viral,Bombou,Viral
431,7150447853561826566,Person Moustache Joy Smile Chin Human Happy Spokesperson Beard Wrinkle Forehead Clothing Facial hair,ULA_Segundo turno!_ERA_PARTIU_SEGUNDO TURNO! O,4.8,segunda-feira,466100,4906,2768,Partiu #Segundoturno ! Conto com vocês #lulapresidente #lula #BrasildaEsperança,61200,1,Bombou,Viral,Bombou,Bombou
432,7150656050285268229,Interaction Gesture Entertainment Recreation Microphone Public address system Event Youth Person Hat Spokesperson,"Instituto Lula_Eles dizem que eu não_sou cristão,",25.1,terça-feira,888200,2530,34700,Cuidado com as fake news: Lula sempre esteve do lado dos cristãos ❤️🇧🇷⭐️ Via @Instituto Lula #brasildaesperança #lulapresidente2022❤️ #lula #evangelicos #cristaosnotiktok,84200,1,Viral,Bombou,Viral,Viral
433,7150687987012013317,Font Person Suit World White-collar worker Motor vehicle Formal wear Hat Spokesperson Blazer Microphone Tie,MENOR N° DE_HOMICÍDIOS_EM10 ANOS,13.28,terça-feira,510400,3347,1670,- Ainda há muito o que fazer e os recordes demonstram que estamos no rumo certo se comparados com governos anteriores. #presidente #jair #bolsonaro #jairbolsonaro #vida #deus #patria #familia #liberdade #brasil #🇧🇷 #22,44300,0,Bombou,Viral,Bombou,Bombou
434,7150736782378798342,Microphone Suit Face World Joy Person Tie Public speaking Spokesperson Event Coat Clothing,LULA_ESIDENTE_CKMIN VICE_13_O BRAS_LULA_PRESIDENT_ALCKMIN VIC_13_ESPEI_Que Brasil_você quer? e_brasileira vai,22.38,terça-feira,553100,2482,4602,Chegou a hora de decidir que Brasil queremos 🇧🇷❤️⭐️ #LulaPresidente #Lula #brasildaesperança #lulapresidente2022❤️,49200,1,Bombou,Bombou,Viral,Bombou
435,7151055678486990085,Smile Finger Happy Person Joy Gesture Hat,PRENOS,26.52,quarta-feira,379200,2555,357,#bolsonaro #presidente #futuro #deus #patria #familia #🇧🇷,42200,0,Bombou,Viral,Flopou,Bombou
436,7151165495662644485,Glasses Nose Forehead Lip Photograph Hat Joy Mouth Vision care Sunglasses Chin Facial expression Skin,LULA LA LA_VARA,15.79,quarta-feira,1400000,26800,19700,Abraço para todos os orbits e fãs de loona ❤️ Estamos adorando os vídeos de vocês #EquipeLula #orbits #loona #kpopfyp #Lulapresidente #Lula,321200,1,Viral,Viral,Viral,Viral
437,7151392476425751813,Person Facial expression Head Outerwear Muscle Hat Photograph Daytime Product Shirt Joy Human Smile,W_É 13!!_poppen_SOS 30 BONES_LOO_65013_Haddad E,28.81,quinta-feira,671700,3222,4272,"Dia 30, vote 13 ⭐️🇧🇷❤️#brasildaesperança #Lula #eleiçoes2022 #nordeste #nordestino_arretado #vaidarpt #lulapresidente",81700,1,Viral,Viral,Viral,Viral
438,7151517516244864262,Chin Arm Person Font Sleeve Forehead,ਇਹ_ASIL_CARTA A NAÇÃO_Sempre vai haver alguém de_quem você não gosta,93.67,quinta-feira,596700,4839,12600,#bolsonaro #brasil #deus #patria #familia #presidente,98300,0,Bombou,Viral,Viral,Viral
439,7151539002359680262,Smile Joy Iris Skin Eyebrow Outerwear Chin Person Hat Gesture Beard Happy Sunglasses,Sonhei que..._a vida é,7.66,quinta-feira,839600,1687,840,"Em seus governos, Lula e o PT fizeram mais escolas técnicas no Brasil do que aquelas construídas ao longo dos 93 anos anteriores. Foram 422 instituições contra 140 escolas técnicas construídas entre 1909 e 2002. #Lula #ciencia #desenvolvimento #emprego #educacao",152500,1,Viral,Bombou,Mediano,Viral
440,7151583849414266117,Sleeve Eyewear Baseball cap T-shirt Beard Audio equipment Cap Hat Cricket cap Facial hair Moustache Person,TUCKER CARLSON-TONIGHT-_AIRS TONIGHT 8PM ET,42.17,quinta-feira,372300,756,734,"- Aborto é, sobretudo, a destruição do futuro, pois não existe futuro quando não se tem o direito de existir. A vida começa na concepção. Neste momento já somos quem sempre seremos: únicos e com alma. Essa é uma verdade permanente, independente de ser ano eleitoral ou não! #bolsonaro #brasil",33400,0,Bombou,Mediano,Mediano,Bombou
441,7151733451157261573,Happy Eyelash Arm Hand Ear Comfort Skin Facial expression Vision care Glasses,Pro_BOLSONARO_CX,14.9,sexta-feira,1200000,3271,6930,#bolsonaro #deus #patria #familia #brasil #futuro,197700,0,Viral,Viral,Viral,Viral
442,7151758742588230918,Cap Gesture Suit Motor vehicle Person Cloud Hat Jacket Baseball cap Outerwear Sky Joy,HADE_Nordeste_GOVERNADOR_LULA_PRESIDENT_JOS RODOVIÁRIOS DO GR,130.61,sexta-feira,253300,1067,1208,#lulapresidente #nordeste #nordestinos #deiedarei #operario #lembrademim,23200,1,Mediano,Bombou,Bombou,Mediano
443,7151832676020800774,Beard Gesture Person Moustache Forehead Smile Joy Facial hair,Brasil da paz_democracia e_prosperidade.,30.28,sexta-feira,615700,3504,23000,Vamos falar de futuro? #lulapresidente #seeupudesse #audiovisual #lula,61600,1,Bombou,Viral,Viral,Bombou
444,7151888457101675782,Team Joy Ball Event Font T-shirt Blurred Jersey Exposed Sportswear Player Person Fun Shorts,Cins_PATRIA,41.28,sexta-feira,1400000,6943,10900,"- A alegria contagiante dos pequenos faz valer cada ferida, cada lágrima, cada luta travada contra aqueles que querem fazer nossa nação de refém. Posso nem sempre usar as melhores palavras, mas dou a vida para proteger o meu amado país e garantir a liberdade das futuras gerações! #bolsonaro #brasil #futuro #🇧🇷",240600,0,Viral,Viral,Viral,Viral
445,7151895134433512709,Adaptation World Blue Person Table Chair Community People Event,Code_PROGRESSO_Brasil tem_homicídios_anuário_Dados do 16 anuário do_Publica mostram que par_mortes por dia ao longo de,15.23,sexta-feira,1600000,4458,434,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,105100,0,Viral,Viral,Mediano,Viral
446,7152116839567363334,Person Joy T-shirt Forehead Font Smile Sleeve,"RECORDE EM_APREENSÃO_DE DROGAS_MACONHA: +133,8%_COCAÍNA: +67,6%_PRESIDENTE_BOLSONARO_VICE GEN. BRAGA NETTO 22",63.92,sábado,215000,987,2588,#presidente #bolsonaro #brasil,19300,0,Mediano,Bombou,Bombou,Mediano
447,7152119575239265542,Gesture Hat Font Joy,"yo_@adenu_on_@adenumusic_Malvadão_13_Ô, governador, abaixa a passagem_Que meu bolso não aguenta!_PAN",20.1,sábado,105600,204,113,"Segundo turno é 13 ⭐️ né, Dj @adenu ? #EquipeLula #xamã #segundoturno",6642,1,Flopou,Flopou,Flopou,Flopou
448,7152150581144980742,Hat Font,OHA_Viva o_Nordeste_VIVA O POVO NORDESTINO_STORO,46.23,sábado,178400,825,9238,"Eu sou #brasileiro e não desisto nunca. Eu além de brasileiro, sou #nordestino e nós conseguimos provar que é possível melhorar esse país. 🇧🇷❤️1️⃣3️⃣ #nordestevideos #UmaCoisaSobreMim #lulapresidente #nordestevideos",17200,1,Mediano,Mediano,Viral,Mediano
449,7152178193699572997,Exposed Travel Sky Water Summer Plant Cloud Person Flower Arranging Flower,Belém/PA_Romaria Fluvial do Círio_de Nossa Senhora de Nazaré_08/10,36.8,sábado,242100,983,467,#brasil #deus #patria #familia #liberdade,18000,0,Mediano,Bombou,Mediano,Mediano
450,7152235693681478918,Baseball cap T-shirt Event Person Hat Cloud Community Sky,"Lula 240_Lula 3_Alckmin_13_é a carreata_da alegria,_XK",88.03,sábado,176800,828,15000,"O Brasil já foi e poderá voltar a ser muito melhor 🇧🇷❤️⭐️ Vote por amor, vote 13. #Lulapresidente #lula #segundoturno",12900,1,Mediano,Mediano,Viral,Mediano
451,7152483582596926725,Hand Vision care Eyelash Wrinkle Gesture Ear Eyewear Skin,,36.99,domingo,706300,8973,6698,#bom #domingo #a #todos #fe #deus #patria #familia #liberdade #brasil #🇧🇷 #sunday #good #for #all #family #god #brazil #freedom #obrigado,114200,0,Viral,Viral,Viral,Viral
452,7152631322714934533,Happy Beard Joy Smile Facial expression Event Face Entertainment Hat Person Gesture,HA_7_Belo Horizonte!,12.7,domingo,3700000,8266,3868,Obrigado Belo Horizonte! #lulapresidente2022❤️ #lula2022 #minasgeraisbrasil #belohorizontemg,251600,1,Viral,Viral,Bombou,Viral
453,7152675505647504645,Tie Joy Person Happy Facial expression Smile Blazer Chin Beard Sleeve Outerwear Electric blue Gesture,Disposição de 30_Quando falo que tenho_disposição de 30...,15.53,domingo,2700000,7156,5593,76 anos com disposição de 30 pra melhorar o Brasil 🇧🇷❤️⭐️1️⃣3️⃣ #lula2022 #Lulapresidente #brasildaesperança,495700,1,Viral,Viral,Viral,Viral
454,7152844420998548742,Chin Sleeve Microphone Sportswear Top Gesture Jersey Curtain Public address system Television presenter Person Television program,POXA VIDA!,34.2,segunda-feira,768800,2733,3403,#jair #bolsonaro #presidente #e #as #fakenews #do #bem #kkkk #brasil #compartilhe #verdade #🇧🇷,110000,0,Viral,Viral,Bombou,Viral
455,7152858343596444933,Person Beard Sky Hat Gesture Smile Event Crowd Headgear Building Blurred,Quando o assunto_é tirar o Brasil da fome,9.43,segunda-feira,394400,1515,426,"Hoje, milhões de brasileiros vivem no país do abandono. Mas você pode mudar para um país que acolhe, com prato na mesa e dignidade para todas as famílias. O Brasil tem jeito. Para mudar a vida do povo é Lula Presidente 13. #lulapresidente13 #brasildaesperança",58700,1,Bombou,Bombou,Mediano,Bombou
456,7152874891794976006,Red Fan Event Truck Crowd Vehicle Vehicle registration plate Product,OBRIGADO_Belo Horizonte_OHA_Obrigado!_VOTO_el,61.47,segunda-feira,183800,883,2111,Obrigado Belo Horizonte 🇧🇷❤️1️⃣3️⃣⭐️ #LulaPresidente #BeloHorizonte #umacoisasobremim,20200,1,Mediano,Bombou,Bombou,Mediano
457,7153001568843910406,Head Hearing Facial hair Clothing Audio equipment Forehead Joy Ear Headphones Happy Eyewear Beard Nose,Vános talar_de futebol?,33.55,segunda-feira,378300,1026,401,Vamos falar de futebol e #copadomundo 🇧🇷❤️⭐️1️⃣3️⃣ #lulapresidente2022❤️,41900,1,Bombou,Bombou,Flopou,Bombou
458,7153201264568913158,Plant Finger Glasses Person Gesture Hand Eyewear Top,Só pode ser homem_de Deus mesmo!,43.09,terça-feira,169700,591,204,#obrigado #deus #patria #familia #jair #bolsonaro #respeito #brasil #acima #de #tudo #todos #🇧🇷 #respeito #bolsonaro,14500,0,Mediano,Mediano,Flopou,Mediano
459,7153302688556420358,Crowd Event Fan Product Font Blurred,11/10_BALNEÁRIO CAMBORIÚ/SC,45.32,terça-feira,168600,943,302,#brasil #santa #catarina #balneario #camburiu #deus #patria #familia #liberdade #brasil #🇧🇷 #presidente #jair #bolsonaro #jairbolsonaro,11500,0,Mediano,Bombou,Flopou,Mediano
460,7153328018507697413,Vision care Plant Muscle Glasses Person Sunglasses Hat Photograph Hair Smile Hairstyle Facial expression Joy Face,ON_O_tá com_38,67.78,terça-feira,136200,535,588,O 🐙 tá com 🦑 ! Obrigado @douradooriginal e @Janja ❤️ #lulapresidente #lula,9137,1,Mediano,Mediano,Mediano,Flopou
461,7153374801409707270,Event Fan Leisure Fun Entertainment Crowd Person,,37.97,terça-feira,236600,1579,605,"- Pelotas/RS, 11 Out 22 #pelotas #rio #grande #do #sul #riograndedosul #brasil #🇧🇷 #presidente #bolsonaro",24500,0,Mediano,Bombou,Mediano,Bombou
462,7153610126375521541,Chin Spokesperson Glasses Hairstyle Person Forehead Eyewear,-66_O nosso governo está_indo para o outro lado._Nós estamos indo para o_caminho da prosperidade.,53.85,quarta-feira,234400,521,1778,#impostos #queda #povo #alimento #vida #economia #paulo #guedes #ministro #brasil #presidente #jair #bolsonaro #22 #combustiveis #reducao #icms #maquina #publica #deflacao #conpartilhe #projeto #de #nacao #brasil,20800,0,Mediano,Mediano,Bombou,Mediano
463,7153657340649147653,T-shirt Green Shorts Joy Fun Person Hat Smile Eyewear Baseball cap Happy Glasses Gesture,LA_DONT_MIN VICE_ÉC,33.67,quarta-feira,6400000,20700,17500,Queremos um futuro melhor para todas as nossas crianças 🇧🇷⭐️❤️😍 #lulapresidente #lula #diadascrianças #Crianças,416200,1,Viral,Viral,Viral,Viral
464,7153666557539798277,Gesture Sleeve Event Joy Muscle Happy Person Smile Youth,DIA DAS CRIANÇAS_12/10,41.28,quarta-feira,311200,1464,1313,#futuro #brasil #criancas #brazil #children #future #take #care #deus #patria #familia #liberdade #socialismonao #🇧🇷 #jair #bolsonaro #jairbolsonaro #❤️,32400,0,Bombou,Bombou,Bombou,Bombou
465,7153702523025575173,Head Gesture Happy Clothing Adaptation Nose Hat Font Ear Organism Organ Forehead,Poste uma foto sua criança_e outra como está atualmente._Feliz dia_das crianças,10.35,quarta-feira,1100000,3922,843,Feliz #DiadasCrianças ❤️🇧🇷⭐️ #lulapresidente,165600,1,Viral,Viral,Mediano,Viral
466,7153972048652422406,Event Smile Joy Gas Chef Tie Top World Gesture Person,汪_É13!,28.26,quinta-feira,906300,3081,5023,Obrigado Salvador! Foi bonito demais ❤️🇧🇷⭐️ #lulapresidente #Lula,105800,1,Viral,Viral,Viral,Viral
467,7154031444111707397,Fun T-shirt Recreation Top Event Pants Person Hat Gesture,1_Valeu RJ!_Que_sab_fa,13.77,quinta-feira,475500,1301,1950,Obrigado RJ! ⭐️❤️🇧🇷1️⃣3️⃣ #lulapresidente #lula #complexodoalemao #riodejaneiro❤️,60100,1,Bombou,Bombou,Bombou,Bombou
468,7154040855152610565,Audio equipment Person Chin Microphone Tie Dress shirt Forehead Collar Glasses Spokesperson Coat,hoje os pobres ganham_R$600 por mês,40.84,quinta-feira,402100,1644,1677,#auxiliobrasil #presidente #bolsonaro #compartilhe #brasil #🇧🇷 #compartilhe,37400,0,Bombou,Bombou,Bombou,Bombou
469,7154164040397245702,Hairstyle Cheek Organ Joy Lip Chin Smile Glasses Nose Facial expression Hair Eyebrow,,56.4,quinta-feira,243600,1196,1159,#diadascrianças #trendmomentos #felizdiadascrianças #lulapresidente #lula,23000,1,Mediano,Bombou,Mediano,Mediano
470,7154301373570436358,White-collar worker Joy Person Collar Dress shirt Tie Blazer Shirt Formal wear Shoe Sleeve Suit Gesture,Tik Tok_@politicamilgrau_@TOLEZUANDO OFICIAL,61.79,sexta-feira,1800000,18700,21800,- Autor desconhecido 👍. #bolsonaro #jair #brasil #nao #entendo #mas #ok #o #que #vale #são #momentos #de #descontracao,292600,0,Viral,Viral,Viral,Viral
471,7154382144129731845,Person Smile Joy Human Suit Happy Blazer Font Gesture Dress shirt Chin,A 13 PROPOSTAS DE LULA 13 PROPOSTAS DE LUL_PROPOSTAS DO_LULA PRA VOCÊ_A 13 PROPOSTAS DE LULA 13 PROPOSTAS DE LUL,12.56,sexta-feira,180400,777,415,Um governo que vai cuidar do povo brasileiro 🇧🇷❤️⭐️1️⃣3️⃣ #LulaPresidente #eleiçoes,16400,1,Mediano,Mediano,Mediano,Mediano
472,7154437709392661765,Person World T-shirt Blurred Joy Fan Product Hat Crowd Shirt Face Green Outerwear,São Luiz/MA_14/10_Mulheres com Bolsonaro_AD,19.6,sexta-feira,384100,2435,3942,#maranhao #ma #sao #luis #saoluis #mulheres #patria #familia #voz #do #povo,41800,0,Bombou,Bombou,Bombou,Bombou
473,7154526379860692229,World Fan Youth Gesture Event T-shirt Blurred Plant Person,14/10_DUQUE DE CAXIAS/RJ,34.48,sexta-feira,224100,645,331,#rio #de #janeiro #rj #bolsonaro #duquedecaxias #jair #brasil #vitoria #🇧🇷 #errejota #presidente,14300,0,Mediano,Mediano,Flopou,Mediano
474,7154705772268489989,Electric blue Photograph Sad Joy Hairstyle Beard Television Rage Pants Plant Snapshot Cool Person Sleeve,Agora não tem presidente_igual o Bolsonaro._ONARO,18.69,sábado,1200000,2601,3397,#brasil #alimento #alway #agro #presidente #jair #bolsonaro #22 #🇧🇷,208300,0,Viral,Viral,Bombou,Viral
475,7154720598432812294,Event Hat Blurred Flag Tree Car Motor vehicle Crowd Fan Vehicle,LATA_OBRIGADO_Obrigado_Recife!_RESIDENTI,64.2,sábado,101000,502,1004,Obrigado Recife! #LulaPresidente #DidYouYawn #DiaDosProfessores #lulapresidente2022,9456,1,Flopou,Mediano,Mediano,Flopou
476,7154750278674156805,Person Gas Gadget Font Automotive lighting,"O preço da gasolina_vai cair?_acce_mies_mie_remédios e tudo mais também._T/PCDOB/PV/EPSO/REDE, SOLIDARIDADE, PODAGR, AVANTER PRO NEJ400/0001-72",30.3,sábado,596000,2372,3302,"Bolsonaro acha que pode enganar o povo brasileiro com jogadas eleitoreiras. Mas com ele, tudo é apenas uma bomba-relógio pronta pra explodir depois das #eleições #lulapresidente2022❤️ #DiaDosProfessores",52900,1,Bombou,Bombou,Bombou,Bombou
477,7154840992284232966,Morning T-shirt Tree World Product Fan Hat Crowd Person Leisure Fun,Presidente Jair Bolsonaro_reúne milhares de_Cearenses em Fortaleza!_LIBERDA_BOLSONARO_JAIR_พ_DEUS_PATRIA,72.98,sábado,293200,1202,826,#fortaleza #ceara #ce #bolsonaro #presidente #jair #brasil #🇧🇷 #povo #jairbolsonaro #povo #deus #patria #familia,21400,0,Bombou,Bombou,Mediano,Mediano
478,7154894473569275142,Entertainment Gesture Person Finger Photograph Fun Necklace Lighting Font T-shirt Muscle Hat,♫os hawaianos,28.88,sábado,677900,1674,4790,Obrigado @tonzaochagas e @OS HAWAIANOS 🇧🇷❤️⭐️1️⃣3️⃣ ⭐️ #lulapresidente #lula #funkbrasil #musicabrasileira #hawaianos,110100,1,Viral,Bombou,Viral,Viral
479,7155144677912595717,Suit Person Hat White-collar worker Blazer Spokesperson Coat Tie Font Gesture,LIVE_A Fome,76.35,domingo,240600,1123,1950,"Em 2011, Lula ganhou o World Food Prize (Prêmio Mundial de Alimentação) pelo seu legado no combate à fome e olha o que ele falou #EquipeLula #lulapresidente #fome #Brasil",35200,1,Mediano,Bombou,Bombou,Bombou
480,7155198217771060486,Font Person Event,Fakenews: meninas_venezuelanas_EM 2020_ERDADE_LIBERD_JAIR BOL_VITINVA,65.8,domingo,378200,1214,1438,#venezuela #brasil #verdade #compartilhe #brasil #bolsonaro #jair #🇧🇷 #fakenews,32600,0,Bombou,Bombou,Bombou,Bombou
481,7155214901395377414,Dress shirt Forehead Microphone Collar Blazer Tie Suit Public address system Spokesperson Glasses,,18.67,domingo,2900000,7835,6029,"- Hoje, às 20h, na Band. Um forte abraço! #bolsonaro #brasil #presidente #🇧🇷 #band",332600,0,Viral,Viral,Viral,Viral
482,7155282520869735686,Tile flooring Floor Flooring Tints and shades Hardwood Wood,,21.97,domingo,6900000,37000,26400,- Obrigado a todos pela audiência! 2️⃣2️⃣✅ 🇧🇷 #obrigado #brasil #bolsonaro #presidente #🇧🇷,910500,0,Viral,Viral,Viral,Viral
483,7155300376822942981,Blazer Tie Suit News Person Spokesperson Human Font Coat World Blue,LULA_PRESIDENTE_DEBATE NA BAND_BOLSONARO É_RESPONSÁVEL_POR MORTES NA_PANDEMIA,93.57,domingo,169500,936,19800,"Bolsonaro brincou com a pandemia. Imitou pessoas sem ar, falou que iam virar jacaré e não quis se portar como um governante para cuidar dos problemas do povo. #lulapresidente #lula #debatenaband",19100,1,Mediano,Bombou,Viral,Mediano
484,7155321319637126405,Sleeve Spokesperson Dress shirt Tie Collar Blazer Suit Electric blue Formal wear Person Gesture Joy,Bastidores,15.4,segunda-feira,495900,1827,329,Um pouquinho sobre o debate na band #lulapresidente #lula #debatenaband #brasildaesperança,56700,1,Bombou,Bombou,Flopou,Bombou
485,7155430156973116678,Blue Coat Person Electronic device Display device Curtain Font Spokesperson Entertainment Suit Television program,Debate_recorteslula,57.3,segunda-feira,901300,3296,5483,Um pouquinho mais do #debatenaband ⭐️ #lulapresidente #Lula,119600,1,Viral,Viral,Viral,Viral
486,7155454754271825158,Event Exposed Formal wear Person Gesture Suit Blazer Coat Tie Glasses,,25.3,segunda-feira,1600000,8272,4048,#jair #bolsonaro #debate #lula #nove #dedos #urubu #marmota #brasil #presidente #jairbolsonaro,238100,0,Viral,Viral,Viral,Viral
487,7155590102356446469,Blue Spokesperson Joy Collar Person Formal wear Coat Tie Blazer Suit Font World,LULA_PRESIDENTE_DEBATE NA BAND_ZULL_O QUE_BOLSONARO_ESCONDE?,36.71,segunda-feira,297400,992,3195,Porque sigilo de 100 anos? Vamos descobrir dia 01 de Janeiro #debatenaband #lulapresidente #brasildaesperança #sigilode100anos #economiabrasileira #eleicoes2022,20900,1,Bombou,Bombou,Bombou,Mediano
488,7155628940395121926,White-collar worker Eyebrow Chin Joy Jaw Clothing Eyelash Person Forehead Layered hair Cheek Lip Skin,O_Simone Tebet,30.14,segunda-feira,1100000,4187,33600,"Unidos pela democracia e pelo futuro do Brasil, @Simone Tebet está com Lula. #BrasilDaEsperança #EquipeLula",151200,1,Viral,Viral,Viral,Viral
489,7155795146729164037,Yellow Crowd T-shirt Suit Green Product Person Fan Competition event World Blurred Championship,BRB_Din_Y,67.24,terça-feira,430600,1935,3172,#brasil #acima #de #tudo #deus #todos #patria #familia #jair #bolsonaro #bom #dia #a #ao #brasil #🇧🇷,48600,0,Bombou,Bombou,Bombou,Bombou
490,7155883989989969157,Person T-shirt Youth Joy Exposed Font Event,"el_O Brasil que_queremos_CAR_ler_presidente,",80.92,terça-feira,90700,405,237,Nos queremos paz e democracia #Lulapresidente #Lula #eleições,6616,1,Flopou,Mediano,Flopou,Flopou
491,7155885964139695365,Person Concert Blurred Fan Leisure Exposed Hat Entertainment Crowd Event T-shirt World Joy Font,OLAR_SÃO GONÇALO - RJ_18/10_***,36.52,terça-feira,301600,1447,1358,"- São Gonçalo/RJ, 18/outubro/2022. #sao #goncalo #rj #rio #de #janeiro #errejota #presidente #jair #bolsonaro #jairbolsonaro #brasil #unido #juntos #🇧🇷",22200,0,Bombou,Bombou,Bombou,Mediano
492,7156043492706241798,Joy Blazer Suit Spokesperson Public address system News World Microphone Tie Coat Font,Flow_LULA_PRESIDENTE_NO FLOW_LO PODER_DOW_Vote 13!,68.9,terça-feira,124000,499,538,Dia 30 está chegando… não deixe de votar! #lulapresidente2022❤️ #lula #eleições #flowpodcast,13100,1,Flopou,Mediano,Mediano,Mediano
493,7156123618194230533,Chin Beard Coat Nose Hairstyle Forehead Person Joy Microphone Human Spokesperson Dress shirt,ор_Lulinha_e_uma,52.9,quarta-feira,497100,2212,3684,#lulanoflow #flowpodcastclips #lulapresidente #vote13,68600,1,Bombou,Bombou,Bombou,Bombou
494,7156250866666802437,Facial expression Fashion Electric blue Chin Youth Hairstyle Jheri curl Joy Afro Ringlet Forehead,MISSÃO 01_NG₁_CC_FA_Fake news,23.18,quarta-feira,125900,401,1019,RECADO IMPORTANTE 🚨Precisamos de você #lulapresidente #lula,12400,1,Mediano,Mediano,Mediano,Mediano
495,7156287294180199685,Recreation Joy Electric blue Pants Sky Person Shoe Event Travel Tree Leisure Sunglasses,"13!_PROPAGANDA ELEITORAL-COLIGAÇÃO BRASIL DA ESPERANÇA-FEDERAÇÕES FE BRASIL_(PT/PCDICE//FVERSO_DE, PSB, AGIR, AVANTE E PROS-CNPJ: 47.453.689/0001-73",54.3,quarta-feira,74900,541,725,Use esse áudio e mostre pra gente sua coreografia 😎 #lulapresidente #dueto #lula #dancechallenge #coreografia,10100,1,Flopou,Mediano,Mediano,Flopou
496,7156357305955650821,Eyelash Hairstyle Chin Face Eyebrow Hair Eye Nose Head Forehead,Youtube: Spotniks_QUEM FALOU_ESSA FRASE?_Lula? Ele falou isso_do feminismo?!,117.03,quarta-feira,440900,1016,1705,#frases #verdade #lula #pt #compartilhe #brasil #brasileiro #🇧🇷 #tire #suas #conclusoes #presidente #jair #bolsonaro,52700,0,Bombou,Bombou,Bombou,Bombou
497,7156575881996160261,Person News Product Blurred Font Chair Event Hat Joy,LULA 13_PRESIDENTE_ALCKMIN VICE_Compromisso com_a verdade_COL_SO_COM A VERDADE,42.81,quinta-feira,54100,343,4986,Lula escreveu uma carta para os evangélicos do Brasil #lulaPresidente #lula,5242,1,Flopou,Flopou,Viral,Flopou
498,7156624552498400518,Event Entertainment Person Necklace Facial expression Microphone Youth Audio equipment Social group Spokesperson Lip Public address system,"e depois órfã, porque meu_pai morreu voltando_४",54.82,quinta-feira,138700,475,1252,#evangelicoscomlula #lulapresidente #cristaos #cristaoscomlula #evangelicostiktok,12500,1,Mediano,Mediano,Bombou,Mediano
499,7156652813647449350,Top Sports jersey Person T-shirt Shoulder Smile Sleeve Sportswear Gesture Muscle Neck Jersey,EU SEMPRE TE AMAREI (RAC_GRUPO MANTO SAGRADO_BOLSONARO_WILLEE_Su_WILES_HAVAN,26.14,quinta-feira,4100000,6496,20500,#parabens #flamengo #futebol #esporte #paixao #nacional #jair #bolsonaro,251900,0,Viral,Viral,Viral,Viral
500,7156670192557313285,Nose Person Chin Muscle Product Forehead Human Microphone Organ Facial expression Head,A VERDADE_VENCEU_A VERDADE_VENCEU_A VERDADE_VENCEU,28.16,quinta-feira,59100,212,144,A verdade venceu! #lulapresidente #lula #flowpodcast #podcast #cortesdoflow,4605,1,Flopou,Flopou,Flopou,Flopou
501,7156690165040303366,Joy Technology Person Forehead Facial expression Hairstyle Chin Electric blue Fun Sleeve Smile Product,M_J_Vem de zap!,24.46,quinta-feira,109700,527,610,Vem para o zap do Lula 🦑❤️🇧🇷⭐️ lula.com.br/zap #lulapresidente #lula #whatsapp,10400,1,Flopou,Mediano,Mediano,Flopou
502,7156698258792860933,Coat Microphone Suit Font Person Tie Poster Music artist Entertainment,"PODCAST_INTELIGÊNCIA LTDA._JAIR BOLSONARO_QUE_QUI 20/10-18H_YOUTUBE_Inteligência Ltda.._1,76 mi de inscritos",13.68,quinta-feira,252800,836,270,#jairbolsonaro #bolsonaro #podcast #inteligencia #brasil #compartilhe #🇧🇷 #presidente,15600,0,Mediano,Mediano,Flopou,Mediano
503,7156728010815671558,Font Person Spokesperson News Microphone Event,LULA 13_PRESIDENTE_ALCKMIN VICE_ASIL ESP_BOLSONARO_TEM MAQUINA DE_CONTAR MENTIRAS,71.59,quinta-feira,191600,813,920,"Pela verdade, vote 13 #lulapresidente #lula #brasildaesperança",20400,1,Mediano,Mediano,Mediano,Mediano
